Id,Prediction
404,0.11415
405,0.07695
406,0.00625
407,0.0675
408,0.00505
409,0.05815
410,0.0684
411,0.02355
412,0.04945
413,0.33985
414,0.01485
415,0.1205
416,0.4679
417,0.2593
418,0.0267
419,0.01715
420,0.0151
421,0.01145
422,0.03855
423,0.00885
424,0.00385
425,0.0573
426,0.01375
427,0.0323
428,0.00615
429,0.029
430,0.0004
431,0.01785
432,0.03415
433,0.01465
434,0.2532
435,0.08365
436,0.00545
437,0.05405
438,0.0209
439,0.18865
440,0.0975
441,0.05615
442,0.01735
443,0.0215
444,0.395
445,0.0495
446,0.7136
447,0.03885
448,0.0078
449,0.0287
450,0.057
451,0.05185
452,0.2535
453,0.02145
454,0.08095
455,0.08135
456,0.09555
457,0.0156
458,0.0027
459,0.0303
460,0.0945
461,0.43025
462,0.665
463,0.1264
464,0.0065
465,0.0116
466,0.04775
467,0.0857
468,0.04475
469,0.02195
470,0.02785
471,0.03375
472,0.08745
473,0.047
474,0.0401
475,0.03115
476,0.0111
477,0.0007
478,0.24475
479,0.079
480,0.30925
481,0.07685
482,0.03155
483,0.006
484,0.0793
485,0.0141
486,0.0142
487,0.3449
488,0.0037
489,0.0006
490,0.0171
491,0.0686
492,0.14915
493,0.00605
494,0.44505
495,0.11775
496,0.0073
497,0.01715
498,0.02395
499,0.00605
500,0.0249
501,0.04065
502,0.014
503,0.0425
504,0.0591
505,0.0032
506,0.0741
507,0.00945
508,0.04535
509,0.02385
510,0.0025
511,0.0223
512,0.0228
513,0.00275
514,0.0136
515,0.00155
516,0.00495
517,0.02235
518,0.01415
519,0.4379
520,0.05375
521,0.0998
522,0.362
523,0.1308
524,0.02235
525,0.08095
526,0.079
527,0.0094
528,0.48615
529,0.03215
530,0.00015
531,0.2011
532,0.0794
533,0.0022
534,0.01555
535,0.00545
536,0.0206
537,0.0583
538,0.0048
539,0.0891
540,0.03405
541,0.3271
542,0.199
543,0.1569
544,0.019
545,0.03195
546,0.25575
547,0.01515
548,0.00165
549,0.0312
550,0.08675
551,0.0011
552,0.14705
553,0.0098
554,0.4744
555,0.02125
556,0.0074
557,0.01715
558,0.0796
559,0.0102
560,0.0023
561,0.00885
562,0.00615
563,0.00935
564,0.2544
565,0.00225
566,0.2185
567,0.1608
568,0.0748
569,0.1894
570,0.01105
571,0.1519
572,0.1924
573,0.0598
574,0.0928
575,0.0663
576,0.001
577,0.0381
578,0.1305
579,0.02395
580,0.0209
581,0.2622
582,0.07085
583,0.001
584,0.058
585,0.05505
586,0.0402
587,0.0553
588,0.0119
589,0.0061
590,0.0416
591,0.3179
592,0.01075
593,0.0152
594,0.0222
595,0.0189
596,0.01275
597,0.1605
598,0.0038
599,0.03205
600,0.2077
601,0.08835
602,0.06255
603,0.00755
604,0.07865
605,0.0568
606,0.0053
607,0.025
608,0.0491
609,0.05365
610,0.0355
611,0.024
612,0.09185
613,0.00585
614,0.01385
615,0.1116
616,0.0619
617,0.0241
618,0.19165
619,0.0042
620,0.09165
621,0.0031
622,0.11745
623,0.00345
624,0.1132
625,0.3307
626,0.02695
627,0.03885
628,0.00065
629,0.0731
630,0.09575
631,0.0134
632,0.03025
633,0.30795
634,0.05475
635,0.1934
636,0.0169
637,0.1609
638,0.05875
639,0.02615
640,0.0378
641,0.1395
642,0.18755
643,0.09195
644,0.0282
645,0.01945
646,0.0963
647,0.01965
648,0.0514
649,0.0043
650,0.20615
651,0.007
652,0.0063
653,0.02525
654,0.06005
655,0.02965
656,0.11195
657,0.0535
658,0.028
659,0.00405
660,0.034
661,0.10895
662,0.0633
663,0.05895
664,0.0012
665,0.03085
666,0.18645
667,0.02555
668,0.08795
669,0.0051
670,0.0753
671,0.04725
672,0.20155
673,0.0751
674,0.0407
675,0.00435
676,0.01015
677,0.16265
678,0.0234
679,0.0747
680,0.1927
681,0.0032
682,0.0985
683,0.07465
684,0.02495
685,0.01945
686,0.0883
687,0.07645
688,0.07255
689,0.0369
690,0.08475
691,0.00725
692,0.03795
693,0.0188
694,0.04925
695,0.0182
696,0.00755
697,0.04265
698,0.17895
699,0.05205
700,0.07775
701,0.0297
702,0.06425
703,0.00495
704,0.00325
705,0.0006
706,0.024
707,0.01115
708,0.016
709,0.13165
710,0.0071
711,0.02625
712,0.02955
713,0.0695
714,0.1613
715,0.01345
716,0.0011
717,0.02715
718,0.02285
719,0.00635
720,0.0031
721,0.0173
722,0.05425
723,0.7499
724,0.49675
725,0.03345
726,0.0877
727,0.0561
728,0.34235
729,0.03465
730,0.09445
731,0.0106
732,0.2206
733,0.54025
734,0.01285
735,0.15865
736,0.6348
737,0.0472
738,0.00165
739,0.00275
740,0.00285
741,0.17
742,0.0582
743,0.412
744,0.01765
745,0.17115
746,0.11095
747,0.08545
748,0.02
749,0.08345
750,0.0841
751,0.0837
752,0.0333
753,0.01895
754,0.12125
755,0.03105
756,0.0081
757,0.0985
758,0.00825
759,0.0229
760,0.0052
761,0.01695
762,0.02185
763,0.2692
764,0.0159
765,0.1261
766,0.00345
767,0.1673
768,0.29275
769,0.0184
770,0.0584
771,0.07155
772,0.01565
773,0.01905
774,0.0117
775,0.13195
776,0.0242
777,0.0129
778,0.0829
779,0.136
780,0.0091
781,0.007
782,0.0021
783,0.09135
784,0.0144
785,0.0603
786,0.0142
787,0.1175
788,0.13735
789,0.0217
790,0.00135
791,0.0963
792,0.0114
793,0.0288
794,0.1442
795,0.0862
796,0.0343
797,0.03175
798,0.0045
799,0.0277
800,0.00485
801,0.0223
802,0.0514
803,0.0834
804,0.1534
805,0.09505
806,0.01865
807,0.1564
808,0.0179
809,0.14185
810,0.17475
811,0.00185
812,0.03975
813,0.0358
814,0.0183
815,0.10895
816,0.10145
817,0.0005
818,0.269
819,0.0829
820,0.0449
821,0.0742
822,0.0261
823,0.0028
824,0.03225
825,0.19995
826,0.1162
827,0.1231
828,0.0204
829,0.00675
830,0.0041
831,0.0121
832,0.0415
833,0.00875
834,0.1153
835,0.05935
836,0.04085
837,0.09315
838,0.005
839,0.05205
840,0.00395
841,0.01795
842,0.01715
843,0.0047
844,0.00235
845,0.001
846,0.01115
847,0.03005
848,0.0278
849,0.04895
850,0.222
851,0.32325
852,0.00115
853,0.11715
854,0.24405
855,0.03445
856,0.02505
857,0.00285
858,0.06835
859,0.00805
860,0.1968
861,0.01235
862,0.0727
863,0.044
864,0.1773
865,0.39555
866,0.0022
867,0.01095
868,0.00425
869,0.0883
870,0.00495
871,0.5946
872,0.52895
873,0.0245
874,0.23575
875,0.09225
876,0.00045
877,0.03795
878,0.32515
879,0.1485
880,0.00295
881,0.0251
882,0.248
883,0.22725
884,0.0249
885,0.0228
886,0.0051
887,0.06735
888,0.0408
889,0.02935
890,0.04345
891,0.01415
892,0.2723
893,0.0528
894,0.2652
895,0.16595
896,0.01075
897,0.05635
898,0.0563
899,0.0035
900,0.1386
901,0.06225
902,0.06795
903,0.04485
904,0.44215
905,0.0159
906,0.01225
907,0.00195
908,0.0043
909,0.0356
910,0.00895
911,0.02125
912,0.00915
913,0.0937
914,0.0151
915,0.26715
916,0.05275
917,0.01415
918,0.3535
919,0.03115
920,0.1178
921,0.0075
922,0.4985
923,0.195
924,0.1116
925,0.00335
926,0.20385
927,0.04005
928,0.0716
929,0.12475
930,0.0963
931,0.0027
932,0.0522
933,0.08605
934,0.13465
935,0.12105
936,0.0334
937,0.12745
938,0.1522
939,0.09895
940,0.14205
941,0.0165
942,0.0114
943,0.07915
944,0.0004
945,0.00745
946,0.0369
947,0.0079
948,0.00105
949,0.06355
950,0.0114
951,0.0215
952,0.05415
953,0.06835
954,0.03785
955,0.00095
956,0.1781
957,0.08465
958,0.02595
959,0.06995
960,0.15315
961,0.08225
962,0.4109
963,0.0933
964,0.0478
965,0.34245
966,0.0523
967,0.1148
968,0.00665
969,0.00105
970,0.001
971,0.1748
972,0.6709
973,0.10205
974,0.00035
975,0.05415
976,0.5248
977,0.10025
978,0.02975
979,0.0929
980,0.01995
981,0.0077
982,0.06925
983,0.0397
984,0.17375
985,0.0017
986,0.01375
987,0.00465
988,0.0523
989,0.00345
990,0.1482
991,0.2888
992,0.0013
993,0.05195
994,0.0027
995,0.06885
996,0.04265
997,0.28295
998,0.0299
999,0.215
1000,0.0031
1001,0.0159
1002,0.00305
1003,0.50985
1004,0.0134
1005,0.0103
1006,0.0206
1007,0.05095
1008,0.0221
1009,0.0254
1010,0.03225
1011,0.2008
1012,0.02655
1013,0.0084
1014,0.02605
1015,0.0265
1016,0.03075
1017,0.09465
1018,0.0811
1019,0.2239
1020,0.0049
1021,0.26895
1022,0.0026
1023,0.336
1024,0.08045
1025,0.0178
1026,0.0573
1027,0.0145
1028,0.0293
1029,0.12775
1030,0.0012
1031,0.16255
1032,0.013
1033,0.0022
1034,0.32575
1035,0.77325
1036,0.0202
1037,0.00815
1038,0.0097
1039,0.0425
1040,0.0816
1041,0.0111
1042,0.02415
1043,0.0121
1044,0.13225
1045,0.0958
1046,0.13055
1047,0.01145
1048,0.0508
1049,0.4151
1050,0.0026
1051,0.63875
1052,0.3104
1053,0.0714
1054,0.14585
1055,0.02095
1056,0.00715
1057,0.06675
1058,0.0057
1059,0.05265
1060,0.01365
1061,0.02565
1062,0.028
1063,0.10315
1064,0.03425
1065,0.05015
1066,0.0246
1067,0.002
1068,0.08605
1069,0.4039
1070,0.00265
1071,0.0022
1072,0.00655
1073,0.03035
1074,0.00195
1075,0.06155
1076,0.0367
1077,0.7256
1078,0.09265
1079,0.1922
1080,0.1008
1081,0.01075
1082,0.0557
1083,0.0094
1084,0.0377
1085,0.00015
1086,0.04245
1087,0.0217
1088,0.4419
1089,0.02265
1090,0.072
1091,0.2138
1092,0.04765
1093,0.01115
1094,0.2958
1095,0.0018
1096,0.03715
1097,0.02055
1098,0.0549
1099,0.0132
1100,0.47735
1101,0.1634
1102,0.05265
1103,0.07105
1104,0.00065
1105,0.01175
1106,0.07015
1107,0.02115
1108,0.0719
1109,0.01515
1110,0.0256
1111,0.00125
1112,0.0887
1113,0.00345
1114,0.2878
1115,0.0156
1116,0.0026
1117,0.08435
1118,0.04775
1119,0.0282
1120,0.02215
1121,0.0782
1122,0.002
1123,0.1251
1124,0.01465
1125,0.02015
1126,0.00275
1127,0.2134
1128,0.0045
1129,0.04565
1130,0.0539
1131,0.1739
1132,0.00915
1133,0.00765
1134,0.0082
1135,0.0183
1136,0.0622
1137,0.00635
1138,0.0631
1139,0.0032
1140,0.0095
1141,0.05215
1142,0.01735
1143,0.12845
1144,0.03645
1145,0.0161
1146,0.01715
1147,0.07865
1148,0.01495
1149,0.30165
1150,0.10945
1151,0.63865
1152,0.02655
1153,0.0133
1154,0.01675
1155,0.0987
1156,0.00545
1157,0.04275
1158,0.03525
1159,0.00325
1160,0.0592
1161,0.09945
1162,0.45715
1163,0.0146
1164,0.1662
1165,0.4241
1166,0.0422
1167,0.00825
1168,0.1052
1169,0.0274
1170,0.1684
1171,0.01595
1172,0.0017
1173,0.0006
1174,0.3998
1175,0.01995
1176,0.2303
1177,0.01255
1178,0.03615
1179,0.0917
1180,0.1105
1181,0.07205
1182,0.0169
1183,0.0125
1184,0.11715
1185,0.1363
1186,0.2933
1187,0.16375
1188,0.0411
1189,0.0297
1190,0.0344
1191,0.04175
1192,0.26765
1193,0.0224
1194,0.06975
1195,0.15235
1196,0.24475
1197,0.0859
1198,0.07225
1199,0.01975
1200,0.20385
1201,0.00125
1202,0.0464
1203,0.0004
1204,0.29585
1205,0.093
1206,0.06685
1207,0.0134
1208,0.05955
1209,0.01145
1210,0.00705
1211,0.21105
1212,0.09785
1213,0.00625
1214,0.0875
1215,0.13085
1216,0.01005
1217,0.08425
1218,0.0137
1219,0.04575
1220,0.00055
1221,0.10875
1222,0.0329
1223,0.217
1224,0.09355
1225,0.0213
1226,0.09105
1227,0.0164
1228,0.0476
1229,0.04
1230,0.10995
1231,0.0799
1232,0.00155
1233,0.0639
1234,0.45405
1235,0.05755
1236,0.0414
1237,0.0025
1238,0.02455
1239,0.026
1240,0.03305
1241,0.1047
1242,0.00975
1243,0.00235
1244,0.0648
1245,0.01005
1246,0.1386
1247,0.00115
1248,0.18085
1249,0.0598
1250,0.09035
1251,0.0006
1252,0.1408
1253,0.4361
1254,0.0256
1255,0.0054
1256,0.18915
1257,0.24785
1258,0.00855
1259,0.1352
1260,0.01705
1261,0.03305
1262,0.06915
1263,0.00415
1264,0.00085
1265,0.0261
1266,0.11545
1267,0.02905
1268,0.00195
1269,0.00375
1270,0.0014
1271,0.0655
1272,0.06635
1273,0.0286
1274,0.0991
1275,0.11815
1276,0.00055
1277,0.0079
1278,0.00695
1279,0.2084
1280,0.02055
1281,0.14005
1282,0.01645
1283,0.0023
1284,0.002
1285,0.02385
1286,0.1892
1287,0.09895
1288,0.0057
1289,0.0151
1290,0.01105
1291,0.02165
1292,0.0053
1293,0.04225
1294,0.041
1295,0.35375
1296,0.0794
1297,0.09895
1298,0.0387
1299,0.17215
1300,0.07825
1301,0.193
1302,0.05365
1303,0.08385
1304,0.01325
1305,0.1663
1306,0.07705
1307,0.0005
1308,0.03465
1309,0.0581
1310,0.0081
1311,0.0366
1312,0.0817
1313,0.00375
1314,0.168
1315,0.0424
1316,0.00505
1317,0.00375
1318,0.01415
1319,0.0339
1320,0.0713
1321,0.28355
1322,0.04215
1323,0.2059
1324,0.00685
1325,0.0202
1326,0.00015
1327,0.4731
1328,0.0899
1329,0.23105
1330,0.0243
1331,0.0236
1332,0.0418
1333,0.0204
1334,0.0855
1335,0.3147
1336,0.1262
1337,0.01065
1338,0.03485
1339,0.0015
1340,0.5547
1341,0.0562
1342,0.30525
1343,0.01575
1344,0.3335
1345,0.0169
1346,0.01815
1347,0.02465
1348,0.00385
1349,0.11135
1350,0.01675
1351,0.00355
1352,0.04135
1353,0.1268
1354,0.0181
1355,0.29825
1356,0.0452
1357,0.023
1358,0.01505
1359,0.016
1360,0.1969
1361,0.0591
1362,0.0061
1363,0.06465
1364,0.01945
1365,0.0292
